Block,Light (u mol photons m/s/),NH4Cl (mg/L),Time (hours),Replicate,Pseudo-replicate,F,Fm,Y(II),Average Y (controls),StDev (controls),StDev / Average (%),Photosynthetic inhibition (%),Average photosynthetic inhibition (%)
2,80,0.0267,72,1,1,0.10518,0.16392,0.358345534,NA,NA,NA,0.187405846,0.193928805
2,80,0.0267,72,1,2,0.11138,0.17204,0.35259242,NA,NA,NA,0.200451765,NA
2,20,Control,0,1,1,0.0105,0.0209,0.497607656,0.488599746,0.012739108,2.61%,-0.018436173,0
2,20,Control,0,1,2,0.0102,0.0196,0.479591837,NA,NA,NA,0.018436173,NA
2,20,Control,0.3,1,1,0.016,0.0355,0.549295775,0.553240263,0.005578348,1.01%,0.007129792,5.55E-17
2,20,Control,0.3,1,2,0.0151,0.0341,0.557184751,NA,NA,NA,-0.007129792,NA
2,20,Control,2,1,1,0.018,0.04148,0.566055931,0.567019193,0.001362259,0.24%,0.001698819,-5.55E-17
2,20,Control,2,1,2,0.0197,0.0456,0.567982456,NA,NA,NA,-0.001698819,NA
2,20,Control,24,1,1,0.03822,0.08872,0.569206492,0.566926362,0.003224591,0.57%,-0.004021916,5.55E-17
2,20,Control,24,1,2,0.03778,0.08678,0.564646232,NA,NA,NA,0.004021916,NA
2,20,Control,48,1,1,0.0386,0.0644,0.400621118,0.39278215,0.011085975,2.82%,-0.019957547,0
2,20,Control,48,1,2,0.0433,0.0704,0.384943182,NA,NA,NA,0.019957547,NA
2,20,Control,72,1,1,0.12038,0.19226,0.373868719,0.38102635,0.010122418,2.66%,0.018785133,0
2,20,Control,72,1,2,0.12344,0.20176,0.388183981,NA,NA,NA,-0.018785133,NA
2,20,26.7,0,1,1,0.0106,0.0217,0.511520737,NA,NA,NA,-0.046911591,-0.047936585
2,20,26.7,0,1,2,0.0109,0.02236,0.512522361,NA,NA,NA,-0.048961579,NA
2,20,26.7,0.3,1,1,0.01754,0.03698,0.525689562,NA,NA,NA,0.049798799,0.5248994
2,20,26.7,0.3,1,2,0.00248,0.002,-0.24,NA,NA,NA,1,NA
2,20,26.7,2,1,1,0.01752,0.0388,0.548453608,NA,NA,NA,0.032742428,0.052352948
2,20,26.7,2,1,2,0.0197,0.04158,0.526214526,NA,NA,NA,0.071963467,NA
2,20,26.7,24,1,1,0.03668,0.08208,0.553118908,NA,NA,NA,0.024354933,0.023751508
2,20,26.7,24,1,2,0.03508,0.07862,0.553803104,NA,NA,NA,0.023148083,NA
2,20,26.7,48,1,1,0.0438,0.06766,0.352645581,NA,NA,NA,0.102185318,0.075239887
2,20,26.7,48,1,2,0.04352,0.0695,0.37381295,NA,NA,NA,0.048294456,NA
2,20,26.7,72,1,1,0.12706,0.2092,0.392638623,NA,NA,NA,-0.030476299,-0.034364036
2,20,26.7,72,1,2,0.12806,0.21188,0.395601284,NA,NA,NA,-0.038251773,NA
2,20,2.67,0,1,1,0.0103,0.0195,0.471794872,NA,NA,NA,0.034393948,-0.007588924
2,20,2.67,0,1,2,0.0114,0.0234,0.512820513,NA,NA,NA,-0.049571796,NA
2,20,2.67,0.3,1,1,0.0185,0.03872,0.522210744,NA,NA,NA,0.056086878,0.528043439
2,20,2.67,0.3,1,2,0.00238,0.0019,-0.252631579,NA,NA,NA,1,NA
2,20,2.67,2,1,1,0.0188,0.04314,0.56420955,NA,NA,NA,0.004955111,0.000212698
2,20,2.67,2,1,2,0.0167,0.0388,0.569587629,NA,NA,NA,-0.004529715,NA
2,20,2.67,24,1,1,0.0461,0.11284,0.59145693,NA,NA,NA,-0.043269408,-0.045847009
2,20,2.67,24,1,2,0.04792,0.11814,0.59437955,NA,NA,NA,-0.048424609,NA
2,20,2.67,48,1,1,0.04236,0.0695,0.390503597,NA,NA,NA,0.00580106,0.010028195
2,20,2.67,48,1,2,0.0459,0.0749,0.387182911,NA,NA,NA,0.014255331,NA
2,20,2.67,72,1,1,0.14148,0.26588,0.467880247,NA,NA,NA,-0.227947218,-0.234926848
2,20,2.67,72,1,2,0.1486,0.28208,0.473199092,NA,NA,NA,-0.241906478,NA
2,20,0.267,0,1,1,0.0121,0.0241,0.497925311,NA,NA,NA,-0.019086308,-0.027655593
2,20,0.267,0,1,2,0.01254,0.0254,0.506299213,NA,NA,NA,-0.036224879,NA
2,20,0.267,0.3,1,1,0.0185,0.0396,0.532828283,NA,NA,NA,0.036895326,0.518447663
2,20,0.267,0.3,1,2,0.00248,0.002,-0.24,NA,NA,NA,1,NA
2,20,0.267,2,1,1,0.0208,0.04676,0.555175364,NA,NA,NA,0.020887882,0.005218079
2,20,0.267,2,1,2,0.0185,0.04332,0.572945522,NA,NA,NA,-0.010451724,NA
2,20,0.267,24,1,1,0.0418,0.0893,0.531914894,NA,NA,NA,0.061756642,0.059017701
2,20,0.267,24,1,2,0.03638,0.07824,0.53502045,NA,NA,NA,0.056278759,NA
2,20,0.267,48,1,1,0.0379,0.06342,0.40239672,NA,NA,NA,-0.024478124,-0.018250418
2,20,0.267,48,1,2,0.0338,0.0561,0.397504456,NA,NA,NA,-0.012022711,NA
2,20,0.267,72,1,1,0.13276,0.22156,0.400794367,NA,NA,NA,-0.051880971,-0.054071529
2,20,0.267,72,1,2,0.13,0.21756,0.402463688,NA,NA,NA,-0.056262088,NA
2,20,0.0267,0,1,1,0.0154,0.03198,0.518449031,NA,NA,NA,-0.061091486,0.000191287
2,20,0.0267,0,1,2,0.0098,0.0181,0.458563536,NA,NA,NA,0.06147406,NA
2,20,0.0267,0.3,1,1,0.0199,0.04254,0.532204984,NA,NA,NA,0.03802196,0.02218908
2,20,0.0267,0.3,1,2,0.0163,0.0362,0.549723757,NA,NA,NA,0.0063562,NA
2,20,0.0267,2,1,1,0.0192,0.0443,0.566591422,NA,NA,NA,0.000754421,-0.011794092
2,20,0.0267,2,1,2,0.0153,0.0365,0.580821918,NA,NA,NA,-0.024342605,NA
2,20,0.0267,24,1,1,0.05332,0.1248,0.57275641,NA,NA,NA,-0.010283607,-0.009676916
2,20,0.0267,24,1,2,0.03248,0.0759,0.572068511,NA,NA,NA,-0.009070224,NA
2,20,0.0267,48,1,1,0.05688,0.09264,0.386010363,NA,NA,NA,0.017240568,0.036546909
2,20,0.0267,48,1,2,0.0246,0.0391,0.37084399,NA,NA,NA,0.055853251,NA
2,20,0.0267,72,1,1,0.13844,0.22068,0.372666304,NA,NA,NA,0.021940861,-0.001364335
2,20,0.0267,72,1,2,0.11588,0.1901,0.390426092,NA,NA,NA,-0.024669531,NA
2,5,Control,0,1,1,0.0094,0.019,0.505263158,0.496640294,0.012194572,2.46%,-0.017362394,-5.55E-17
2,5,Control,0,1,2,0.0141,0.02754,0.488017429,NA,NA,NA,0.017362394,NA
2,5,Control,0.3,1,1,0.014,0.03,0.533333333,0.53,0.004714045,0.89%,-0.006289308,-5.55E-17
2,5,Control,0.3,1,2,0.0142,0.03,0.526666667,NA,NA,NA,0.006289308,NA
2,5,Control,2,1,1,0.0162,0.03756,0.568690096,0.561733067,0.009838724,1.75%,-0.012384937,-1.11E-16
2,5,Control,2,1,2,0.0165,0.03706,0.554776039,NA,NA,NA,0.012384937,NA
2,5,Control,24,1,1,0.01694,0.0434,0.609677419,0.606775664,0.004103702,0.68%,-0.004782254,-5.55E-17
2,5,Control,24,1,2,0.02086,0.05266,0.603873908,NA,NA,NA,0.004782254,NA
2,5,Control,48,1,1,0.0342,0.07746,0.558481797,0.559461999,0.001386215,0.25%,0.001752044,5.55E-17
2,5,Control,48,1,2,0.03658,0.08322,0.560442201,NA,NA,NA,-0.001752044,NA
2,5,Control,72,1,1,0.11472,0.27178,0.577893885,0.578268268,0.000529457,0.09%,0.000647421,0
2,5,Control,72,1,2,0.1048,0.24872,0.57864265,NA,NA,NA,-0.000647421,NA
2,5,26.7,0,1,1,0.01244,0.0239,0.479497908,NA,NA,NA,0.034516703,0.027023966
2,5,26.7,0,1,2,0.0165,0.03216,0.486940299,NA,NA,NA,0.019531228,NA
2,5,26.7,0.3,1,1,0.01736,0.03342,0.480550569,NA,NA,NA,0.093300814,0.113065174
2,5,26.7,0.3,1,2,0.01244,0.02302,0.459600348,NA,NA,NA,0.132829533,NA
2,5,26.7,2,1,1,0.0166,0.0343,0.516034985,NA,NA,NA,0.081351953,0.093919556
2,5,26.7,2,1,2,0.013,0.0261,0.501915709,NA,NA,NA,0.106487159,NA
2,5,26.7,24,1,1,0.03098,0.08638,0.641352165,NA,NA,NA,-0.056983995,-0.051300467
2,5,26.7,24,1,2,0.02716,0.0743,0.634454913,NA,NA,NA,-0.04561694,NA
2,5,26.7,48,1,1,0.0436,0.1051,0.585156993,NA,NA,NA,-0.045928042,-0.046781181
2,5,26.7,48,1,2,0.04792,0.11578,0.586111591,NA,NA,NA,-0.04763432,NA
2,5,26.7,72,1,1,0.12108,0.28166,0.570120003,NA,NA,NA,0.014090804,-0.001982184
2,5,26.7,72,1,2,0.09806,0.23842,0.588709001,NA,NA,NA,-0.018055173,NA
2,5,2.67,0,1,1,0.01262,0.0248,0.491129032,NA,NA,NA,0.011097088,0.024600982
2,5,2.67,0,1,2,0.015,0.02872,0.477715877,NA,NA,NA,0.038104875,NA
2,5,2.67,0.3,1,1,0.01698,0.0353,0.51898017,NA,NA,NA,0.020792132,0.019444969
2,5,2.67,0.3,1,2,0.0141,0.0294,0.520408163,NA,NA,NA,0.018097805,NA
2,5,2.67,2,1,1,0.01708,0.03794,0.549815498,NA,NA,NA,0.021215716,0.037698445
2,5,2.67,2,1,2,0.01228,0.0262,0.53129771,NA,NA,NA,0.054181175,NA
2,5,2.67,24,1,1,0.02256,0.06178,0.634833279,NA,NA,NA,-0.046240509,-0.047008585
2,5,2.67,24,1,2,0.02546,0.0699,0.635765379,NA,NA,NA,-0.047776661,NA
2,5,2.67,48,1,1,0.03794,0.0899,0.577975528,NA,NA,NA,-0.033091665,-0.033467979
2,5,2.67,48,1,2,0.04754,0.11276,0.578396595,NA,NA,NA,-0.033844292,NA
2,5,2.67,72,1,1,0.11588,0.27824,0.583525014,NA,NA,NA,-0.009090498,-0.013461918
2,5,2.67,72,1,2,0.09108,0.22138,0.588580721,NA,NA,NA,-0.017833338,NA
2,5,0.267,0,1,1,0.01246,0.0241,0.482987552,NA,NA,NA,0.027490201,0.056828737
2,5,0.267,0,1,2,0.0142,0.026,0.453846154,NA,NA,NA,0.086167273,NA
2,5,0.267,0.3,1,1,0.0191,0.0396,0.517676768,NA,NA,NA,0.023251382,0.032245198
2,5,0.267,0.3,1,2,0.0151,0.0307,0.508143322,NA,NA,NA,0.041239014,NA
2,5,0.267,2,1,1,0.016,0.03628,0.558985667,NA,NA,NA,0.004890936,0.030511935
2,5,0.267,2,1,2,0.014,0.0298,0.530201342,NA,NA,NA,0.056132934,NA
2,5,0.267,24,1,1,0.02452,0.0656,0.626219512,NA,NA,NA,-0.032044542,-0.04058941
2,5,0.267,24,1,2,0.02344,0.0645,0.636589147,NA,NA,NA,-0.049134277,NA
2,5,0.267,48,1,1,0.03784,0.09038,0.581323302,NA,NA,NA,-0.039075581,-0.044705532
2,5,0.267,48,1,2,0.04198,0.1018,0.58762279,NA,NA,NA,-0.050335484,NA
2,5,0.267,72,1,1,0.13166,0.31814,0.586157038,NA,NA,NA,-0.01364206,-0.020258213
2,5,0.267,72,1,2,0.0992,0.24422,0.593808861,NA,NA,NA,-0.026874366,NA
2,5,0.0267,0,1,1,0.0105,0.0206,0.490291262,NA,NA,NA,0.012783964,0.089080119
2,5,0.0267,0,1,2,0.0113,0.0193,0.414507772,NA,NA,NA,0.165376275,NA
2,5,0.0267,0.3,1,1,0.0195,0.0408,0.522058824,NA,NA,NA,0.014983352,0.032599219
2,5,0.0267,0.3,1,2,0.0132,0.02658,0.503386005,NA,NA,NA,0.050215086,NA
2,5,0.0267,2,1,1,0.0161,0.03696,0.564393939,NA,NA,NA,-0.004736898,0.033230254
2,5,0.0267,2,1,2,0.0121,0.0253,0.52173913,NA,NA,NA,0.071197405,NA
2,5,0.0267,24,1,1,0.02404,0.0648,0.629012346,NA,NA,NA,-0.036647287,-0.037874746
2,5,0.0267,24,1,2,0.01914,0.0518,0.630501931,NA,NA,NA,-0.039102206,NA
2,5,0.0267,48,1,1,0.0289,0.06678,0.567235699,NA,NA,NA,-0.013894956,-0.012829571
2,5,0.0267,48,1,2,0.02786,0.0642,0.566043614,NA,NA,NA,-0.011764185,NA
2,5,0.0267,72,1,1,0.11166,0.2664,0.580855856,NA,NA,NA,-0.004474719,-0.011020769
2,5,0.0267,72,1,2,0.0734,0.17834,0.588426601,NA,NA,NA,-0.017566818,NA
3,80,Control,0,1,1,0.0085,0.0186,0.543010753,0.524868605,0.025656871,4.89%,-0.034565123,-5.55E-17
3,80,Control,0,1,2,0.0088,0.01784,0.506726457,NA,NA,NA,0.034565123,NA
3,80,Control,0.3,1,1,0.0081,0.0186,0.564516129,0.548997911,0.021946075,4.00%,-0.028266443,-5.55E-17
3,80,Control,0.3,1,2,0.0085,0.01822,0.533479693,NA,NA,NA,0.028266443,NA
3,80,Control,2,1,1,0.0089,0.0189,0.529100529,0.509920635,0.027124466,5.32%,-0.037613489,-1.67E-16
3,80,Control,2,1,2,0.0088,0.01728,0.490740741,NA,NA,NA,0.037613489,NA
3,80,Control,24,1,1,0.0245,0.05236,0.532085561,0.52668332,0.007639923,1.45%,-0.010257096,5.55E-17
3,80,Control,24,1,2,0.02272,0.04746,0.521281079,NA,NA,NA,0.010257096,NA
3,80,Control,48,1,1,0.08352,0.13058,0.360392097,0.36130646,0.001293106,0.36%,0.002530715,-1.11E-16
3,80,Control,48,1,2,0.0811,0.12716,0.362220824,NA,NA,NA,-0.002530715,NA
3,80,Control,72,1,1,0.0861,0.14158,0.391863258,0.395397795,0.004998591,1.26%,0.008939194,0
3,80,Control,72,1,2,0.08332,0.13862,0.398932333,NA,NA,NA,-0.008939194,NA
3,80,26.7,0,1,1,0.00748,0.016,0.5325,NA,NA,NA,-0.014539629,0.075205556
3,80,26.7,0,1,2,0.0071,0.01264,0.438291139,NA,NA,NA,0.164950742,NA
3,80,26.7,0.3,1,1,0.0089,0.02,0.555,NA,NA,NA,-0.010932809,0.045396472
3,80,26.7,0.3,1,2,0.0074,0.0146,0.493150685,NA,NA,NA,0.101725753,NA
3,80,26.7,2,1,1,0.00748,0.0156,0.520512821,NA,NA,NA,-0.020772224,0.056418
3,80,26.7,2,1,2,0.00748,0.0134,0.441791045,NA,NA,NA,0.133608223,NA
3,80,26.7,24,1,1,0.0297,0.06324,0.530360531,NA,NA,NA,-0.006981826,-0.001892875
3,80,26.7,24,1,2,0.0209,0.044,0.525,NA,NA,NA,0.003196076,NA
3,80,26.7,48,1,1,0.09774,0.1509,0.352286282,NA,NA,NA,0.024965449,0.024021106
3,80,26.7,48,1,2,0.08304,0.12834,0.352968677,NA,NA,NA,0.023076763,NA
3,80,26.7,72,1,1,0.0999,0.16776,0.404506438,NA,NA,NA,-0.023036655,-0.024377649
3,80,26.7,72,1,2,0.08158,0.13724,0.40556689,NA,NA,NA,-0.025718643,NA
3,80,2.67,0,1,1,0.0065,0.013,0.5,NA,NA,NA,0.04738063,0.087418255
3,80,2.67,0,1,2,0.00748,0.0138,0.457971014,NA,NA,NA,0.127455881,NA
3,80,2.67,0.3,1,1,0.00782,0.01718,0.544819558,NA,NA,NA,0.007610873,0.026745767
3,80,2.67,0.3,1,2,0.009,0.0189,0.523809524,NA,NA,NA,0.045880661,NA
3,80,2.67,2,1,1,0.0068,0.0132,0.484848485,NA,NA,NA,0.04916873,0.094941094
3,80,2.67,2,1,2,0.00736,0.0131,0.438167939,NA,NA,NA,0.140713458,NA
3,80,2.67,24,1,1,0.0215,0.0438,0.50913242,NA,NA,NA,0.03332344,0.006564317
3,80,2.67,24,1,2,0.02244,0.0485,0.537319588,NA,NA,NA,-0.020194806,NA
3,80,2.67,48,1,1,0.0744,0.11618,0.359614391,NA,NA,NA,0.004683196,0.009576853
3,80,2.67,48,1,2,0.07776,0.12076,0.356078172,NA,NA,NA,0.01447051,NA
3,80,2.67,72,1,1,0.08178,0.13324,0.386220354,NA,NA,NA,0.023210653,0.035950808
3,80,2.67,72,1,2,0.0885,0.14186,0.376145496,NA,NA,NA,0.048690964,NA
3,80,0.267,0,1,1,0.00738,0.0147,0.497959184,NA,NA,NA,0.051268872,0.078192005
3,80,0.267,0,1,2,0.007,0.0132,0.46969697,NA,NA,NA,0.105115137,NA
3,80,0.267,0.3,1,1,0.0097,0.02244,0.567736185,NA,NA,NA,-0.034131778,-0.031837785
3,80,0.267,0.3,1,2,0.01,0.023,0.565217391,NA,NA,NA,-0.029543793,NA
3,80,0.267,2,1,1,0.0082,0.01726,0.524913094,NA,NA,NA,-0.029401554,0.004178601
3,80,0.267,2,1,2,0.00764,0.015,0.490666667,NA,NA,NA,0.037758755,NA
3,80,0.267,24,1,1,0.0336,0.07168,0.53125,NA,NA,NA,-0.008670637,0.006826937
3,80,0.267,24,1,2,0.0312,0.06432,0.514925373,NA,NA,NA,0.02232451,NA
3,80,0.267,48,1,1,0.1011,0.15442,0.345292061,NA,NA,NA,0.044323591,0.049381693
3,80,0.267,48,1,2,0.1036,0.15736,0.341637011,NA,NA,NA,0.054439795,NA
3,80,0.267,72,1,1,0.11598,0.18706,0.379985032,NA,NA,NA,0.038980399,0.045998536
3,80,0.267,72,1,2,0.11628,0.18588,0.374435119,NA,NA,NA,0.053016674,NA
3,80,0.0267,0,1,1,0.00756,0.0156,0.515384615,NA,NA,NA,0.018069265,0.032724947
3,80,0.0267,0,1,2,0.0078,0.0156,0.5,NA,NA,NA,0.04738063,NA
3,80,0.0267,0.3,1,1,0.0105,0.02252,0.53374778,NA,NA,NA,0.027778122,0.004024589
3,80,0.0267,0.3,1,2,0.0103,0.0234,0.55982906,NA,NA,NA,-0.019728944,NA
3,80,0.0267,2,1,1,0.008,0.0166,0.518072289,NA,NA,NA,-0.015986123,-0.018413615
3,80,0.0267,2,1,2,0.0084,0.01752,0.520547945,NA,NA,NA,-0.020841107,NA
3,80,0.0267,24,1,1,0.0305,0.06548,0.534208919,NA,NA,NA,-0.014288659,-0.007654418
3,80,0.0267,24,1,2,0.033,0.0698,0.52722063,NA,NA,NA,-0.001020177,NA
3,80,0.0267,48,1,1,0.08678,0.13038,0.334407118,NA,NA,NA,0.074450213,0.076200915
3,80,0.0267,48,1,2,0.09296,0.1394,0.333142037,NA,NA,NA,0.077951618,NA
3,80,0.0267,72,1,1,0.09228,0.144,0.359166667,NA,NA,NA,0.091632096,0.09581954
3,80,0.0267,72,1,2,0.09648,0.14978,0.355855254,NA,NA,NA,0.100006984,NA
3,20,Control,0,1,1,0.0069,0.01218,0.433497537,0.425082102,0.011901223,2.80%,-0.019797199,0
3,20,Control,0,1,2,0.0063,0.0108,0.416666667,NA,NA,NA,0.019797199,NA
3,20,Control,0.3,1,1,0.0085,0.01718,0.50523865,0.510316018,0.007180483,1.41%,0.009949459,-5.55E-17
3,20,Control,0.3,1,2,0.0085,0.01754,0.515393387,NA,NA,NA,-0.009949459,NA
3,20,Control,2,1,1,0.0065,0.0111,0.414414414,0.411555033,0.004043776,0.98%,-0.006947749,0
3,20,Control,2,1,2,0.0068,0.0115,0.408695652,NA,NA,NA,0.006947749,NA
3,20,Control,24,1,1,0.0244,0.0603,0.595356551,0.592760243,0.003671734,0.62%,-0.004380031,5.55E-17
3,20,Control,24,1,2,0.025,0.061,0.590163934,NA,NA,NA,0.004380031,NA
3,20,Control,48,1,1,0.06266,0.11028,0.431809938,0.434485228,0.00378343,0.87%,0.006157377,0
3,20,Control,48,1,2,0.0601,0.10678,0.437160517,NA,NA,NA,-0.006157377,NA
3,20,Control,72,1,1,0.08148,0.13796,0.409394027,0.410732781,0.001893284,0.46%,0.003259428,-5.55E-17
3,20,Control,72,1,2,0.0789,0.1342,0.412071535,NA,NA,NA,-0.003259428,NA
3,20,26.7,0,1,1,0.0065,0.0119,0.453781513,NA,NA,NA,-0.067514983,-0.070289551
3,20,26.7,0,1,2,0.0062,0.0114,0.456140351,NA,NA,NA,-0.073064119,NA
3,20,26.7,0.3,1,1,0.0085,0.01772,0.520316027,NA,NA,NA,-0.019595718,-0.027172155
3,20,26.7,0.3,1,2,0.00774,0.0164,0.52804878,NA,NA,NA,-0.034748591,NA
3,20,26.7,2,1,1,0.0069,0.01226,0.437194127,NA,NA,NA,-0.062298094,-0.11140187
3,20,26.7,2,1,2,0.007,0.0134,0.47761194,NA,NA,NA,-0.160505647,NA
3,20,26.7,24,1,1,0.0245,0.0555,0.558558559,NA,NA,NA,0.057699018,0.055809561
3,20,26.7,24,1,2,0.0242,0.0551,0.560798548,NA,NA,NA,0.053920105,NA
3,20,26.7,48,1,1,0.0801,0.13372,0.400987137,NA,NA,NA,0.077098341,0.078164092
3,20,26.7,48,1,2,0.07864,0.13108,0.400061031,NA,NA,NA,0.079229843,NA
3,20,26.7,72,1,1,0.09362,0.15988,0.414435827,NA,NA,NA,-0.009015705,-0.01525689
3,20,26.7,72,1,2,0.09186,0.15826,0.419562745,NA,NA,NA,-0.021498074,NA
3,20,2.67,0,1,1,0.0062,0.0106,0.41509434,NA,NA,NA,0.023496078,-0.055437271
3,20,2.67,0,1,2,0.0064,0.01236,0.482200647,NA,NA,NA,-0.13437062,NA
3,20,2.67,0.3,1,1,0.0088,0.0171,0.485380117,NA,NA,NA,0.048863646,-0.004652099
3,20,2.67,0.3,1,2,0.0092,0.02,0.54,NA,NA,NA,-0.058167843,NA
3,20,2.67,2,1,1,0.0069,0.0116,0.405172414,NA,NA,NA,0.015508544,-0.055032301
3,20,2.67,2,1,2,0.0073,0.0136,0.463235294,NA,NA,NA,-0.125573147,NA
3,20,2.67,24,1,1,0.0241,0.0585,0.588034188,NA,NA,NA,0.007972961,0.021124152
3,20,2.67,24,1,2,0.0301,0.0704,0.572443182,NA,NA,NA,0.034275343,NA
3,20,2.67,48,1,1,0.08266,0.14568,0.432591982,NA,NA,NA,0.004357444,0.00440134
3,20,2.67,48,1,2,0.0859,0.15138,0.432553838,NA,NA,NA,0.004445237,NA
3,20,2.67,72,1,1,0.10488,0.175,0.400685714,NA,NA,NA,0.024461322,0.021660217
3,20,2.67,72,1,2,0.10794,0.1808,0.402986726,NA,NA,NA,0.018859112,NA
3,20,0.267,0,1,1,0.0083,0.0159,0.477987421,NA,NA,NA,-0.124459062,-0.096580086
3,20,0.267,0,1,2,0.00764,0.014,0.454285714,NA,NA,NA,-0.068701111,NA
3,20,0.267,0.3,1,1,0.0118,0.0254,0.535433071,NA,NA,NA,-0.049218625,-0.060651128
3,20,0.267,0.3,1,2,0.01,0.02208,0.547101449,NA,NA,NA,-0.07208363,NA
3,20,0.267,2,1,1,0.0087,0.0162,0.462962963,NA,NA,NA,-0.124911435,-0.128278302
3,20,0.267,2,1,2,0.00764,0.0143,0.465734266,NA,NA,NA,-0.13164517,NA
3,20,0.267,24,1,1,0.0403,0.0992,0.59375,NA,NA,NA,-0.001669743,0.000165213
3,20,0.267,24,1,2,0.0318,0.07786,0.591574621,NA,NA,NA,0.00200017,NA
3,20,0.267,48,1,1,0.1187,0.19998,0.406440644,NA,NA,NA,0.064546691,0.058672632
3,20,0.267,48,1,2,0.1103,0.18744,0.411545028,NA,NA,NA,0.052798573,NA
3,20,0.267,72,1,1,0.14008,0.23474,0.403254665,NA,NA,NA,0.018206768,0.013400648
3,20,0.267,72,1,2,0.12872,0.21714,0.407202726,NA,NA,NA,0.008594529,NA
3,20,0.0267,0,1,1,0.0091,0.0183,0.50273224,NA,NA,NA,-0.18267092,-0.092517414
3,20,0.0267,0,1,2,0.0066,0.0115,0.426086957,NA,NA,NA,-0.002363907,NA
3,20,0.0267,0.3,1,1,0.01254,0.02786,0.549892319,NA,NA,NA,-0.077552535,-0.051172684
3,20,0.0267,0.3,1,2,0.0081,0.01698,0.522968198,NA,NA,NA,-0.024792833,NA
3,20,0.0267,2,1,1,0.0101,0.0208,0.514423077,NA,NA,NA,-0.249949667,-0.148640502
3,20,0.0267,2,1,2,0.0066,0.0116,0.431034483,NA,NA,NA,-0.047331336,NA
3,20,0.0267,24,1,1,0.0401,0.09588,0.581768878,NA,NA,NA,0.018542682,0.030342493
3,20,0.0267,24,1,2,0.022,0.0509,0.567779961,NA,NA,NA,0.042142303,NA
3,20,0.0267,48,1,1,0.1346,0.24618,0.453245593,NA,NA,NA,-0.043178373,-0.05012282
3,20,0.0267,48,1,2,0.10756,0.19892,0.459280113,NA,NA,NA,-0.057067268,NA
3,20,0.0267,72,1,1,0.16794,0.27284,0.384474417,NA,NA,NA,0.063930529,0.050299247
