Block,Light (u mol photons m/s/),Diuron (ug/L),Time (hours),Replicate,Pseudo-replicate,Photosynthetic inhibition (%),Average photosynthetic inhibition (%)
2,5,0.11,72,1,1,-0.053173458,-0.053172858
2,5,0.11,72,1,2,-0.053172258,
3,80,Control,0,1,1,-0.02018252,-5.55E-17
3,80,Control,0,1,2,0.02018252,
3,80,Control,0.3,1,1,-0.040516821,-5.55E-17
3,80,Control,0.3,1,2,0.040516821,
3,80,Control,2,1,1,-0.012210828,1.67E-16
3,80,Control,2,1,2,0.012210828,
3,80,Control,24,1,1,-0.022187244,5.55E-17
3,80,Control,24,1,2,0.022187244,
3,80,Control,48,1,1,-0.002716065,-5.55E-17
3,80,Control,48,1,2,0.002716065,
3,80,Control,72,1,1,0.000243582,0
3,80,Control,72,1,2,-0.000243582,
3,80,MeOH,0,1,1,-0.01716392,0.014929891
3,80,MeOH,0,1,2,0.047023703,
3,80,MeOH,0.3,1,1,-0.000850475,0.023459453
3,80,MeOH,0.3,1,2,0.047769382,
3,80,MeOH,2,1,1,0.010621919,0.023810256
3,80,MeOH,2,1,2,0.036998594,
3,80,MeOH,24,1,1,0.038456928,0.056875515
3,80,MeOH,24,1,2,0.075294103,
3,80,MeOH,48,1,1,0.012602502,0.015547293
3,80,MeOH,48,1,2,0.018492083,
3,80,MeOH,72,1,1,0.012334955,0.012891107
3,80,MeOH,72,1,2,0.013447259,
3,80,3,0,1,1,0.000999721,-0.003343758
3,80,3,0,1,2,-0.007687238,
3,80,3,0.3,1,1,0.56429581,0.505578901
3,80,3,0.3,1,2,0.446861993,
3,80,3,2,1,1,0.588256878,0.576819569
3,80,3,2,1,2,0.56538226,
3,80,3,24,1,1,0.30294507,0.289472684
3,80,3,24,1,2,0.276000298,
3,80,3,48,1,1,0.357973595,0.350342751
3,80,3,48,1,2,0.342711907,
3,80,3,72,1,1,0.382263842,0.373952167
3,80,3,72,1,2,0.365640492,
3,80,1,0,1,1,-0.021935074,-0.025115774
3,80,1,0,1,2,-0.028296475,
3,80,1,0.3,1,1,0.225635564,0.207547131
3,80,1,0.3,1,2,0.189458697,
3,80,1,2,1,1,0.318625314,0.28481211
3,80,1,2,1,2,0.250998906,
3,80,1,24,1,1,0.136612141,0.127204817
3,80,1,24,1,2,0.117797493,
3,80,1,48,1,1,0.226388606,0.231469519
3,80,1,48,1,2,0.236550432,
3,80,1,72,1,1,0.228758524,0.234629909
3,80,1,72,1,2,0.240501293,
3,80,0.33,0,1,1,-0.008638129,-0.014648805
3,80,0.33,0,1,2,-0.020659481,
3,80,0.33,0.3,1,1,0.072169048,0.066794328
3,80,0.33,0.3,1,2,0.061419608,
3,80,0.33,2,1,1,0.114055183,0.10280424
3,80,0.33,2,1,2,0.091553298,
3,80,0.33,24,1,1,0.019791571,0.023213869
3,80,0.33,24,1,2,0.026636168,
3,80,0.33,48,1,1,0.013540791,0.014431415
3,80,0.33,48,1,2,0.015322038,
3,80,0.33,72,1,1,0.122772286,0.126254291
3,80,0.33,72,1,2,0.129736296,
3,80,0.11,0,1,1,0.049090851,0.013449747
3,80,0.11,0,1,2,-0.022191357,
3,80,0.11,0.3,1,1,0.043748254,0.028401354
3,80,0.11,0.3,1,2,0.013054455,
3,80,0.11,2,1,1,0.07927312,0.05118019
3,80,0.11,2,1,2,0.02308726,
3,80,0.11,24,1,1,-0.000127588,0.001805946
3,80,0.11,24,1,2,0.00373948,
3,80,0.11,48,1,1,0.077500454,0.088117932
3,80,0.11,48,1,2,0.09873541,
3,80,0.11,72,1,1,0.069612088,0.072976176
3,80,0.11,72,1,2,0.076340265,
3,20,Control,0,1,1,-0.01458282,0
3,20,Control,0,1,2,0.01458282,
3,20,Control,0.3,1,1,-0.010129564,5.55E-17
3,20,Control,0.3,1,2,0.010129564,
3,20,Control,2,1,1,-0.010927141,0
3,20,Control,2,1,2,0.010927141,
3,20,Control,24,1,1,0.002070766,-5.55E-17
3,20,Control,24,1,2,-0.002070766,
3,20,Control,48,1,1,-0.000177213,5.55E-17
3,20,Control,48,1,2,0.000177213,
3,20,Control,72,1,1,-0.003112452,0
3,20,Control,72,1,2,0.003112452,
3,20,MeOH,0,1,1,0.038851331,0.032155982
3,20,MeOH,0,1,2,0.025460633,
3,20,MeOH,0.3,1,1,0.023409894,0.029923615
3,20,MeOH,0.3,1,2,0.036437336,
3,20,MeOH,2,1,1,0.049254342,0.036068016
3,20,MeOH,2,1,2,0.022881689,
3,20,MeOH,24,1,1,-0.12666347,-0.127083006
3,20,MeOH,24,1,2,-0.127502542,
3,20,MeOH,48,1,1,0.035825021,0.03262058
3,20,MeOH,48,1,2,0.02941614,
3,20,MeOH,72,1,1,0.053197448,0.050922583
3,20,MeOH,72,1,2,0.048647719,
3,20,3,0,1,1,0.013906604,0.008324943
3,20,3,0,1,2,0.002743282,
3,20,3,0.3,1,1,0.56004367,0.559640558
3,20,3,0.3,1,2,0.559237447,
3,20,3,2,1,1,0.584814976,0.596207337
3,20,3,2,1,2,0.607599698,
3,20,3,24,1,1,0.31236194,0.288696514
3,20,3,24,1,2,0.265031088,
3,20,3,48,1,1,0.355759896,0.346575154
3,20,3,48,1,2,0.337390413,
3,20,3,72,1,1,0.38174296,0.368437154
3,20,3,72,1,2,0.355131348,
3,20,1,0,1,1,0.043748904,0.026731059
3,20,1,0,1,2,0.009713215,
3,20,1,0.3,1,1,0.248000383,0.254495353
3,20,1,0.3,1,2,0.260990322,
3,20,1,2,1,1,0.255935194,0.270581027
3,20,1,2,1,2,0.285226861,
3,20,1,24,1,1,0.032731727,0.032037149
3,20,1,24,1,2,0.03134257,
3,20,1,48,1,1,0.20233794,0.198705566
3,20,1,48,1,2,0.195073193,
3,20,1,72,1,1,0.14461369,0.136564437
3,20,1,72,1,2,0.128515184,
3,20,0.33,0,1,1,0.022508611,0.014500489
3,20,0.33,0,1,2,0.006492367,
3,20,0.33,0.3,1,1,0.086407289,0.087093764
3,20,0.33,0.3,1,2,0.08778024,
3,20,0.33,2,1,1,0.098883053,0.105148552
3,20,0.33,2,1,2,0.111414051,
3,20,0.33,24,1,1,0.063015864,0.056089308
3,20,0.33,24,1,2,0.049162751,
3,20,0.33,48,1,1,-0.126347295,-0.131353552
3,20,0.33,48,1,2,-0.136359809,
3,20,0.33,72,1,1,0.100515469,0.090096875
3,20,0.33,72,1,2,0.07967828,
3,20,0.11,0,1,1,0.032345726,0.048961675
3,20,0.11,0,1,2,0.065577623,
3,20,0.11,0.3,1,1,0.037581364,0.045908983
3,20,0.11,0.3,1,2,0.054236602,
3,20,0.11,2,1,1,0.046798693,0.048775305
3,20,0.11,2,1,2,0.050751917,
3,20,0.11,24,1,1,-0.291525316,-0.28450202
3,20,0.11,24,1,2,-0.277478725,
3,20,0.11,48,1,1,0.054276447,0.065106424
3,20,0.11,48,1,2,0.075936401,
3,20,0.11,72,1,1,0.111334948,0.110085497
3,20,0.11,72,1,2,0.108836047,
3,5,Control,0,1,1,-0.001559522,-5.55E-17
3,5,Control,0,1,2,0.001559522,
3,5,Control,0.3,1,1,0.010668021,0
3,5,Control,0.3,1,2,-0.010668021,
3,5,Control,2,1,1,-0.003363212,0
3,5,Control,2,1,2,0.003363212,
3,5,Control,24,1,1,-0.021811138,-1.11E-16
3,5,Control,24,1,2,0.021811138,
3,5,Control,48,1,1,-0.007110477,5.55E-17
3,5,Control,48,1,2,0.007110477,
3,5,Control,72,1,1,-0.000518236,-5.55E-17
3,5,Control,72,1,2,0.000518236,
3,5,MeOH,0,1,1,-0.033232564,-0.026199473
3,5,MeOH,0,1,2,-0.019166383,
3,5,MeOH,0.3,1,1,-0.058097577,-0.033074999
3,5,MeOH,0.3,1,2,-0.008052421,
3,5,MeOH,2,1,1,-0.034347572,-0.026966617
3,5,MeOH,2,1,2,-0.019585662,
3,5,MeOH,24,1,1,0.021295991,0.019715772
3,5,MeOH,24,1,2,0.018135554,
3,5,MeOH,48,1,1,0.010773033,0.005287793
3,5,MeOH,48,1,2,-0.000197448,
3,5,MeOH,72,1,1,0.002983389,0.004953389
3,5,MeOH,72,1,2,0.006923388,
3,5,3,0,1,1,0.03200878,0.041605159
3,5,3,0,1,2,0.051201538,
3,5,3,0.3,1,1,0.585568551,0.546949556
3,5,3,0.3,1,2,0.508330561,
3,5,3,2,1,1,0.599520617,0.564199148
3,5,3,2,1,2,0.52887768,
3,5,3,24,1,1,0.454590921,0.437905998
3,5,3,24,1,2,0.421221076,
3,5,3,48,1,1,0.44535854,0.41946476
3,5,3,48,1,2,0.39357098,
3,5,3,72,1,1,0.43702987,0.417475788
3,5,3,72,1,2,0.397921706,
3,5,1,0,1,1,0.080485441,0.075927235
3,5,1,0,1,2,0.071369028,
3,5,1,0.3,1,1,0.266645988,0.250984442
3,5,1,0.3,1,2,0.235322895,
3,5,1,2,1,1,0.244866114,0.238650231
3,5,1,2,1,2,0.232434348,
3,5,1,24,1,1,0.126241562,0.121513146
3,5,1,24,1,2,0.11678473,
3,5,1,48,1,1,0.146700113,0.149337761
3,5,1,48,1,2,0.151975408,
3,5,1,72,1,1,0.184742735,0.184160517
3,5,1,72,1,2,0.183578299,
3,5,0.33,0,1,1,0.048341816,0.040099542
3,5,0.33,0,1,2,0.031857267,
3,5,0.33,0.3,1,1,0.071611296,0.071793967
3,5,0.33,0.3,1,2,0.071976637,
3,5,0.33,2,1,1,0.039801831,0.03562194
3,5,0.33,2,1,2,0.031442049,
3,5,0.33,24,1,1,-0.059770137,-0.05886443
3,5,0.33,24,1,2,-0.057958724,
3,5,0.33,48,1,1,-0.000783696,-0.006844197
3,5,0.33,48,1,2,-0.012904698,
3,5,0.33,72,1,1,-0.000444789,-0.002252887
3,5,0.33,72,1,2,-0.004060985,
3,5,0.11,0,1,1,0.047019657,0.082012026
3,5,0.11,0,1,2,0.117004395,
3,5,0.11,0.3,1,1,0.040664448,0.076908868
3,5,0.11,0.3,1,2,0.113153288,
3,5,0.11,2,1,1,0.02253034,0.043695467
3,5,0.11,2,1,2,0.064860593,
3,5,0.11,24,1,1,-0.030939546,-0.041662269
3,5,0.11,24,1,2,-0.052384991,
3,5,0.11,48,1,1,-0.024998979,-0.022879666
3,5,0.11,48,1,2,-0.020760352,
3,5,0.11,72,1,1,-0.026736216,-0.032987959
3,5,0.11,72,1,2,-0.039239701,
4,80,Control,0,1,1,-0.032283577,-0.015808578
4,80,Control,0,1,2,0.000666422,
4,80,Control,0.3,1,1,-0.014270341,-0.002413003
4,80,Control,0.3,1,2,0.009444336,
4,80,Control,2,1,1,-0.012210828,1.67E-16
4,80,Control,2,1,2,0.012210828,
4,80,Control,24,1,1,0.002978925,0.01114559
4,80,Control,24,1,2,0.019312256,
4,80,Control,48,1,1,-0.018685709,-0.008237699
4,80,Control,48,1,2,0.002210312,
4,80,Control,72,1,1,-0.002093991,-0.000690984
4,80,Control,72,1,2,0.000712023,
4,80,MeOH,0,1,1,-0.036889142,-0.006343113
4,80,MeOH,0,1,2,0.024202916,
4,80,MeOH,0.3,1,1,-0.048109931,-0.038742118
4,80,MeOH,0.3,1,2,-0.029374306,
4,80,MeOH,2,1,1,0.010621919,0.023810256
4,80,MeOH,2,1,2,0.036998594,
4,80,MeOH,24,1,1,0.001092769,0.020730098
4,80,MeOH,24,1,2,0.040367428,
4,80,MeOH,48,1,1,0.035724435,0.045867593
4,80,MeOH,48,1,2,0.05601075,
4,80,MeOH,72,1,1,0.006358653,0.011288232
4,80,MeOH,72,1,2,0.016217811,
4,80,3,0,1,1,-0.040188385,-0.0710812
4,80,3,0,1,2,-0.101974016,
4,80,3,0.3,1,1,0.496913471,0.478827607
4,80,3,0.3,1,2,0.460741744,
4,80,3,2,1,1,0.588256878,0.576819569
4,80,3,2,1,2,0.56538226,
4,80,3,24,1,1,0.460451239,0.459055959
4,80,3,24,1,2,0.45766068,
4,80,3,48,1,1,0.317351923,0.318100441
4,80,3,48,1,2,0.318848959,
4,80,3,72,1,1,0.288200182,0.283143607
4,80,3,72,1,2,0.278087031,
4,80,1,0,1,1,-0.029798724,-0.048919795
4,80,1,0,1,2,-0.068040866,
4,80,1,0.3,1,1,0.1819985,0.171380294
4,80,1,0.3,1,2,0.160762088,
4,80,1,2,1,1,0.318625314,0.28481211
4,80,1,2,1,2,0.250998906,
4,80,1,24,1,1,0.260691345,0.258920917
4,80,1,24,1,2,0.257150489,
4,80,1,48,1,1,0.184539818,0.191356206
4,80,1,48,1,2,0.198172593,
4,80,1,72,1,1,0.177527637,0.175154666
4,80,1,72,1,2,0.172781695,
4,80,0.33,0,1,1,-0.062150808,-0.068993796
4,80,0.33,0,1,2,-0.075836785,
4,80,0.33,0.3,1,1,0.018123645,0.011261818
4,80,0.33,0.3,1,2,0.004399991,
4,80,0.33,2,1,1,0.114055183,0.10280424
4,80,0.33,2,1,2,0.091553298,
4,80,0.33,24,1,1,0.144466443,0.144841361
4,80,0.33,24,1,2,0.145216279,
4,80,0.33,48,1,1,0.083616617,0.081517342
4,80,0.33,48,1,2,0.079418067,
4,80,0.33,72,1,1,0.065517635,0.080566954
4,80,0.33,72,1,2,0.095616273,
4,80,0.11,0,1,1,0.025411583,-0.008877997
4,80,0.11,0,1,2,-0.043167576,
4,80,0.11,0.3,1,1,0.012965192,-0.009281432
4,80,0.11,0.3,1,2,-0.031528057,
4,80,0.11,2,1,1,0.07927312,0.05118019
4,80,0.11,2,1,2,0.02308726,
4,80,0.11,24,1,1,0.065568612,0.065579179
4,80,0.11,24,1,2,0.065589746,
4,80,0.11,48,1,1,0.041591138,0.048675783
4,80,0.11,48,1,2,0.055760428,
4,80,0.11,72,1,1,0.061258191,0.069191067
4,80,0.11,72,1,2,0.077123944,
4,20,Control,0,1,1,-0.004037391,0.002476166
4,20,Control,0,1,2,0.008989723,
4,20,Control,0.3,1,1,0.006243993,0.010518259
4,20,Control,0.3,1,2,0.014792524,
4,20,Control,2,1,1,-0.010927141,0
4,20,Control,2,1,2,0.010927141,
4,20,Control,24,1,1,0.007506284,0.000259488
4,20,Control,24,1,2,-0.006987309,
4,20,Control,48,1,1,-0.034666521,-0.027256512
4,20,Control,48,1,2,-0.019846503,
4,20,Control,72,1,1,-0.007985368,-0.004502558
4,20,Control,72,1,2,-0.001019749,
4,20,MeOH,0,1,1,0.003298646,0.001634854
4,20,MeOH,0,1,2,-2.89E-05,
4,20,MeOH,0.3,1,1,-0.022701922,-0.017091013
4,20,MeOH,0.3,1,2,-0.011480104,
4,20,MeOH,2,1,1,0.049254342,0.036068016
4,20,MeOH,2,1,2,0.022881689,
4,20,MeOH,24,1,1,-0.014213281,-0.01532546
4,20,MeOH,24,1,2,-0.016437639,
4,20,MeOH,48,1,1,0.008780361,0.009362764
4,20,MeOH,48,1,2,0.009945166,
4,20,MeOH,72,1,1,-0.006480391,-0.00360369
4,20,MeOH,72,1,2,-0.000726989,
4,20,3,0,1,1,-0.020017453,-0.007049025
4,20,3,0,1,2,0.005919403,
4,20,3,0.3,1,1,0.473378671,0.477417603
4,20,3,0.3,1,2,0.481456534,
4,20,3,2,1,1,0.584814976,0.596207337
4,20,3,2,1,2,0.607599698,
4,20,3,24,1,1,0.405781803,0.404009955
4,20,3,24,1,2,0.402238107,
4,20,3,48,1,1,0.297900597,0.284726687
4,20,3,48,1,2,0.271552777,
4,20,3,72,1,1,0.326993447,0.319971886
4,20,3,72,1,2,0.312950325,
4,20,1,0,1,1,0.00412196,-0.003449908
4,20,1,0,1,2,-0.011021776,
4,20,1,0.3,1,1,0.185602772,0.161202586
4,20,1,0.3,1,2,0.1368024,
4,20,1,2,1,1,0.255935194,0.270581027
4,20,1,2,1,2,0.285226861,
4,20,1,24,1,1,0.220190956,0.221830071
4,20,1,24,1,2,0.223469186,
4,20,1,48,1,1,0.18787751,0.180899439
4,20,1,48,1,2,0.173921368,
4,20,1,72,1,1,0.18458954,0.169832727
4,20,1,72,1,2,0.155075915,
4,20,0.33,0,1,1,-0.005114329,-0.015760793
4,20,0.33,0,1,2,-0.026407256,
4,20,0.33,0.3,1,1,0.052016027,0.038427335
4,20,0.33,0.3,1,2,0.024838644,
4,20,0.33,2,1,1,0.098883053,0.105148552
4,20,0.33,2,1,2,0.111414051,
4,20,0.33,24,1,1,0.122968077,0.124469948
4,20,0.33,24,1,2,0.12597182,
4,20,0.33,48,1,1,0.063691318,0.064790799
4,20,0.33,48,1,2,0.065890281,
4,20,0.33,72,1,1,0.106869027,0.094509193
4,20,0.33,72,1,2,0.08214936,
4,20,0.11,0,1,1,0.021175379,0.006772416
4,20,0.11,0,1,2,-0.007630547,
4,20,0.11,0.3,1,1,-0.006886628,0.025685533
4,20,0.11,0.3,1,2,0.058257693,
4,20,0.11,2,1,1,0.046798693,0.048775305
4,20,0.11,2,1,2,0.050751917,
4,20,0.11,24,1,1,0.044312827,0.056051292
4,20,0.11,24,1,2,0.067789757,
4,20,0.11,48,1,1,0.004034961,0.004743965
4,20,0.11,48,1,2,0.005452969,
4,20,0.11,72,1,1,0.093221922,0.089568588
4,20,0.11,72,1,2,0.085915255,
4,5,Control,0,1,1,-0.006479944,-0.017625641
4,5,Control,0,1,2,-0.028771337,
4,5,Control,0.3,1,1,-0.002604262,-0.007617435
4,5,Control,0.3,1,2,-0.012630609,
4,5,Control,2,1,1,-0.003363212,0
4,5,Control,2,1,2,0.003363212,
4,5,Control,24,1,1,-0.013017874,0.011923588
4,5,Control,24,1,2,0.036865051,
4,5,Control,48,1,1,0.000718709,0.009047908
4,5,Control,48,1,2,0.017377107,
4,5,Control,72,1,1,0.000954677,0.007919467
4,5,Control,72,1,2,0.014884256,
4,5,MeOH,0,1,1,-0.051921645,-0.049074659
4,5,MeOH,0,1,2,-0.046227672,
4,5,MeOH,0.3,1,1,-0.01860384,-0.006601639
4,5,MeOH,0.3,1,2,0.005400563,
4,5,MeOH,2,1,1,-0.034347572,-0.026966617
4,5,MeOH,2,1,2,-0.019585662,
4,5,MeOH,24,1,1,0.044985366,0.037738836
4,5,MeOH,24,1,2,0.030492306,
4,5,MeOH,48,1,1,0.041551258,0.031894865
4,5,MeOH,48,1,2,0.022238472,
4,5,MeOH,72,1,1,0.038063717,0.031326718
4,5,MeOH,72,1,2,0.024589719,
4,5,3,0,1,1,0.011321742,0.033954136
4,5,3,0,1,2,0.056586529,
4,5,3,0.3,1,1,0.478052773,0.469183082
4,5,3,0.3,1,2,0.460313391,
4,5,3,2,1,1,0.599520617,0.564199148
4,5,3,2,1,2,0.52887768,
4,5,3,24,1,1,0.394987447,0.39028233
4,5,3,24,1,2,0.385577213,
4,5,3,48,1,1,0.365897018,0.353525367
4,5,3,48,1,2,0.341153716,
4,5,3,72,1,1,0.321952247,0.310554564
4,5,3,72,1,2,0.299156881,
4,5,1,0,1,1,0.0461592,0.038378775
4,5,1,0,1,2,0.030598349,
4,5,1,0.3,1,1,0.22734192,0.208006179
4,5,1,0.3,1,2,0.188670438,
4,5,1,2,1,1,0.244866114,0.238650231
4,5,1,2,1,2,0.232434348,
4,5,1,24,1,1,0.100706591,0.099857738
4,5,1,24,1,2,0.099008885,
4,5,1,48,1,1,0.104240154,0.105834914
4,5,1,48,1,2,0.107429674,
4,5,1,72,1,1,0.09155312,0.091125518
4,5,1,72,1,2,0.090697917,
4,5,0.33,0,1,1,-0.0459249,-0.033391565
4,5,0.33,0,1,2,-0.020858229,
4,5,0.33,0.3,1,1,0.076175004,0.072668389
4,5,0.33,0.3,1,2,0.069161774,
4,5,0.33,2,1,1,0.039801831,0.03562194
4,5,0.33,2,1,2,0.031442049,
4,5,0.33,24,1,1,-0.023995355,-0.025600363
4,5,0.33,24,1,2,-0.027205372,
4,5,0.33,48,1,1,-0.021030023,-0.020371359
4,5,0.33,48,1,2,-0.019712695,
4,5,0.33,72,1,1,-0.009907792,-0.010567369
4,5,0.33,72,1,2,-0.011226945,
4,5,0.11,0,1,1,0.020293414,0.038550453
4,5,0.11,0,1,2,0.056807492,
4,5,0.11,0.3,1,1,0.040986283,0.065609392
4,5,0.11,0.3,1,2,0.090232502,
4,5,0.11,2,1,1,0.02253034,0.043695467
4,5,0.11,2,1,2,0.064860593,
4,5,0.11,24,1,1,-0.03717784,-0.037609404
4,5,0.11,24,1,2,-0.038040967,
4,5,0.11,48,1,1,-0.018297934,-0.017196977
4,5,0.11,48,1,2,-0.016096019,
4,5,0.11,72,1,1,-0.013915126,-0.015333688
4,5,0.11,72,1,2,-0.01675225,